importKey,postedAt,kind,amount,description,notes,accountImportKey,direction,categoryImportKey,counterparty,sourceAccountImportKey,destinationAccountImportKey
tx-2026-01-22-nomad,2026-01-22T00:00:00.000Z,EXPENSE,15.0,Nomad,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-travel-travelexpenses,,,
tx-2026-01-22-snack,2026-01-22T00:00:00.000Z,EXPENSE,3.73,Snack,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-01-22-uber,2026-01-22T00:00:00.000Z,EXPENSE,25.96,Uber,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-travel-local,,,
tx-2026-01-22-uber-2,2026-01-22T00:00:00.000Z,EXPENSE,31.25,Uber,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-01-23-bar,2026-01-23T00:00:00.000Z,EXPENSE,2.99,Bar,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-01-23-breakfast,2026-01-23T00:00:00.000Z,EXPENSE,7.31,Breakfast,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-23-lunch,2026-01-23T00:00:00.000Z,EXPENSE,17.08,Lunch,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-23-star-market,2026-01-23T00:00:00.000Z,EXPENSE,21.66,Star Market,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-01-23-star-market-2,2026-01-23T00:00:00.000Z,EXPENSE,39.2,Star Market,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-01-23-uber,2026-01-23T00:00:00.000Z,EXPENSE,3.8,Uber,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-01-24-lunch,2026-01-24T00:00:00.000Z,EXPENSE,21.26,Lunch,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-24-museum,2026-01-24T00:00:00.000Z,EXPENSE,15.0,Museum,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-travel-holiday,,,
tx-2026-01-24-museum-2,2026-01-24T00:00:00.000Z,EXPENSE,30.0,Museum,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-travel-holiday,,,
tx-2026-01-24-star-market,2026-01-24T00:00:00.000Z,EXPENSE,11.0,Star Market,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-01-24-uber,2026-01-24T00:00:00.000Z,EXPENSE,3.54,Uber,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-01-24-uber-2,2026-01-24T00:00:00.000Z,EXPENSE,2.97,Uber,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-01-26-bar,2026-01-26T00:00:00.000Z,EXPENSE,9.64,Bar,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-01-26-breakfast,2026-01-26T00:00:00.000Z,EXPENSE,3.73,Breakfast,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-26-dinner,2026-01-26T00:00:00.000Z,EXPENSE,13.36,Dinner,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-26-gift,2026-01-26T00:00:00.000Z,EXPENSE,10.63,Gift,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-01-26-lunch,2026-01-26T00:00:00.000Z,EXPENSE,19.17,Lunch,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-26-snack,2026-01-26T00:00:00.000Z,EXPENSE,4.92,Snack,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-01-26-stadium,2026-01-26T00:00:00.000Z,EXPENSE,42.9,Stadium,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otheractivity,,,
tx-2026-01-26-train,2026-01-26T00:00:00.000Z,EXPENSE,2.4,Train,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-travel-holiday,,,
tx-2026-01-26-uber,2026-01-26T00:00:00.000Z,EXPENSE,10.56,Uber,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-01-26-uber-2,2026-01-26T00:00:00.000Z,EXPENSE,2.59,Uber,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-01-27-lunch,2026-01-27T00:00:00.000Z,EXPENSE,12.24,Lunch,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-27-star-market,2026-01-27T00:00:00.000Z,EXPENSE,20.7,Star Market,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-01-28-bar,2026-01-28T00:00:00.000Z,EXPENSE,2.79,Bar,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-01-28-bar-2,2026-01-28T00:00:00.000Z,EXPENSE,2.99,Bar,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-01-28-bus,2026-01-28T00:00:00.000Z,EXPENSE,1.7,Bus,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-01-28-general-clothing,2026-01-28T00:00:00.000Z,EXPENSE,20.0,General Clothing,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-clothing-superflous,,,
tx-2026-01-28-general-clothing-2,2026-01-28T00:00:00.000Z,EXPENSE,66.98,General Clothing,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-clothing-superflous,,,
tx-2026-01-28-gift,2026-01-28T00:00:00.000Z,EXPENSE,60.0,Gift,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-01-28-gift-lavi,2026-01-28T00:00:00.000Z,EXPENSE,66.98,Gift Lavi,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-lavinia,,,
tx-2026-01-28-lunch,2026-01-28T00:00:00.000Z,EXPENSE,10.98,Lunch,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-29-bar,2026-01-29T00:00:00.000Z,EXPENSE,2.99,Bar,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-01-29-bus,2026-01-29T00:00:00.000Z,EXPENSE,1.7,Bus,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-01-29-bus-2,2026-01-29T00:00:00.000Z,EXPENSE,0.7,Bus,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-01-29-lunch,2026-01-29T00:00:00.000Z,EXPENSE,26.24,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-30-7-eleven,2026-01-30T00:00:00.000Z,EXPENSE,3.74,7-Eleven,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-01-30-bus,2026-01-30T00:00:00.000Z,EXPENSE,2.4,Bus,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-01-30-metro,2026-01-30T00:00:00.000Z,EXPENSE,2.4,Metro,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-generaltransport,,,
tx-2026-01-30-target,2026-01-30T00:00:00.000Z,EXPENSE,6.89,Target,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-01-30-uber,2026-01-30T00:00:00.000Z,EXPENSE,3.52,Uber,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-01-31-lunch,2026-01-31T00:00:00.000Z,EXPENSE,19.0,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-01-31-uber,2026-01-31T00:00:00.000Z,EXPENSE,34.96,Uber,USDEUR,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-02-01-mini-market,2026-02-01T00:00:00.000Z,EXPENSE,2.0,Mini Market,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-02-01-snack,2026-02-01T00:00:00.000Z,EXPENSE,2.8,Snack,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-02-01-uber,2026-02-01T00:00:00.000Z,EXPENSE,26.38,Uber,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-02-02-apple,2026-02-02T00:00:00.000Z,EXPENSE,2.99,Apple,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-02-02-lunch,2026-02-02T00:00:00.000Z,EXPENSE,5.0,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-02-ubereats,2026-02-02T00:00:00.000Z,EXPENSE,13.41,UberEats,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-02-03-dinner,2026-02-03T00:00:00.000Z,EXPENSE,14.5,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-04-dinner,2026-02-04T00:00:00.000Z,EXPENSE,9.9,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-04-lunch,2026-02-04T00:00:00.000Z,EXPENSE,4.95,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-05-gift,2026-02-05T00:00:00.000Z,EXPENSE,30.0,Gift,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-02-05-lunch,2026-02-05T00:00:00.000Z,EXPENSE,4.8,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-05-uber,2026-02-05T00:00:00.000Z,EXPENSE,20.16,Uber,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-local,,,
tx-2026-02-07-dinner,2026-02-07T00:00:00.000Z,EXPENSE,40.9,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-07-drink,2026-02-07T00:00:00.000Z,EXPENSE,16.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-02-10-dinner,2026-02-10T00:00:00.000Z,EXPENSE,37.3,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-10-fine,2026-02-10T00:00:00.000Z,EXPENSE,40.0,Fine,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-fines,,,
tx-2026-02-12-dinner,2026-02-12T00:00:00.000Z,EXPENSE,29.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-13-gift,2026-02-13T00:00:00.000Z,EXPENSE,37.0,Gift,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-02-15-chatgpt,2026-02-15T00:00:00.000Z,EXPENSE,7.66,ChatGPT,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-02-18-bar,2026-02-18T00:00:00.000Z,EXPENSE,2.0,Bar,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-02-18-bowling,2026-02-18T00:00:00.000Z,EXPENSE,6.0,Bowling,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otheractivity,,,
tx-2026-02-18-dinner,2026-02-18T00:00:00.000Z,EXPENSE,33.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-19-drink,2026-02-19T00:00:00.000Z,EXPENSE,14.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-02-20-breakfast,2026-02-20T00:00:00.000Z,EXPENSE,6.7,Breakfast,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-20-drink,2026-02-20T00:00:00.000Z,EXPENSE,11.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-02-21-coop,2026-02-21T00:00:00.000Z,EXPENSE,2.99,Coop,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-02-23-breakfast,2026-02-23T00:00:00.000Z,EXPENSE,6.5,Breakfast,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-23-dinner,2026-02-23T00:00:00.000Z,EXPENSE,27.19,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-23-petrol,2026-02-23T00:00:00.000Z,EXPENSE,25.13,Petrol,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-carexpenses,,,
tx-2026-02-25-dinner,2026-02-25T00:00:00.000Z,EXPENSE,70.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-02-25-drink,2026-02-25T00:00:00.000Z,EXPENSE,9.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-02-25-general-clothing,2026-02-25T00:00:00.000Z,EXPENSE,203.0,General Clothing,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-clothing-superflous,,,
tx-2026-02-26-carrefour,2026-02-26T00:00:00.000Z,EXPENSE,26.03,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-02-28-atm,2026-02-28T00:00:00.000Z,EXPENSE,2.2,ATM,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-milan,,,
tx-2026-02-28-autostrada,2026-02-28T00:00:00.000Z,EXPENSE,0.8,Autostrada,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-carexpenses,,,
tx-2026-02-28-carrefour,2026-02-28T00:00:00.000Z,EXPENSE,56.0,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-02-28-coffee,2026-02-28T00:00:00.000Z,EXPENSE,11.41,Coffee,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-02-28-glovo,2026-02-28T00:00:00.000Z,EXPENSE,14.0,Glovo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-fooddelivery,,,
tx-2026-03-01-dinner,2026-03-01T00:00:00.000Z,EXPENSE,24.1,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-01-rent,2026-03-01T00:00:00.000Z,EXPENSE,750.0,Rent,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-rent,,,
tx-2026-03-02-apple,2026-03-02T00:00:00.000Z,EXPENSE,2.99,Apple,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-03-02-aumai,2026-03-02T00:00:00.000Z,EXPENSE,5.2,Aumai,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-furniture,,,
tx-2026-03-02-carrefour,2026-03-02T00:00:00.000Z,EXPENSE,10.45,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-03-04-mini-market,2026-03-04T00:00:00.000Z,EXPENSE,1.5,Mini Market,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-03-04-pmds,2026-03-04T00:00:00.000Z,EXPENSE,5.5,PMDS,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-extra,,,
tx-2026-03-07-dinner,2026-03-07T00:00:00.000Z,EXPENSE,35.0,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-08-claude,2026-03-08T00:00:00.000Z,EXPENSE,7.32,Claude,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-03-09-breakfast,2026-03-09T00:00:00.000Z,EXPENSE,10.0,Breakfast,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-10-dinner,2026-03-10T00:00:00.000Z,EXPENSE,18.4,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-10-gelato,2026-03-10T00:00:00.000Z,EXPENSE,3.5,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-03-10-lidl,2026-03-10T00:00:00.000Z,EXPENSE,48.59,Lidl,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-lidl,,,
tx-2026-03-10-supercell,2026-03-10T00:00:00.000Z,EXPENSE,3.49,Supercell,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-03-11-carrefour,2026-03-11T00:00:00.000Z,EXPENSE,14.31,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-03-13-gelato,2026-03-13T00:00:00.000Z,EXPENSE,3.5,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-03-14-dinner,2026-03-14T00:00:00.000Z,EXPENSE,26.8,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-14-drink,2026-03-14T00:00:00.000Z,EXPENSE,7.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-03-14-mini-market,2026-03-14T00:00:00.000Z,EXPENSE,1.0,Mini Market,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-othergroceries,,,
tx-2026-03-15-gelato,2026-03-15T00:00:00.000Z,EXPENSE,4.0,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-03-16-carrefour,2026-03-16T00:00:00.000Z,EXPENSE,7.74,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-03-16-drink,2026-03-16T00:00:00.000Z,EXPENSE,5.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-03-16-lunch,2026-03-16T00:00:00.000Z,EXPENSE,9.4,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-17-bar,2026-03-17T00:00:00.000Z,EXPENSE,1.2,Bar,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-03-17-lunch,2026-03-17T00:00:00.000Z,EXPENSE,6.0,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-18-esselunga,2026-03-18T00:00:00.000Z,EXPENSE,7.73,Esselunga,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-esselunga,,,
tx-2026-03-19-gelato,2026-03-19T00:00:00.000Z,EXPENSE,3.0,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-03-22-bar,2026-03-22T00:00:00.000Z,EXPENSE,6.2,Bar,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-03-22-dinner,2026-03-22T00:00:00.000Z,EXPENSE,16.5,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-23-snack,2026-03-23T00:00:00.000Z,EXPENSE,2.9,Snack,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-03-24-carrefour,2026-03-24T00:00:00.000Z,EXPENSE,27.45,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-03-24-cooltra,2026-03-24T00:00:00.000Z,EXPENSE,6.04,Cooltra,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-carsharing,,,
tx-2026-03-24-lunch,2026-03-24T00:00:00.000Z,EXPENSE,8.0,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-25-drink,2026-03-25T00:00:00.000Z,EXPENSE,2.5,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-03-25-lunch,2026-03-25T00:00:00.000Z,EXPENSE,9.83,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-25-snack,2026-03-25T00:00:00.000Z,EXPENSE,0.75,Snack,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-03-26-dinner,2026-03-26T00:00:00.000Z,EXPENSE,27.55,Dinner,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-27-carrefour,2026-03-27T00:00:00.000Z,EXPENSE,11.72,Carrefour,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-groceries-carrefour,,,
tx-2026-03-27-gift,2026-03-27T00:00:00.000Z,EXPENSE,10.0,Gift,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-03-27-gift-2,2026-03-27T00:00:00.000Z,EXPENSE,10.0,Gift,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-03-27-gift-3,2026-03-27T00:00:00.000Z,EXPENSE,10.0,Gift,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-03-27-gift-4,2026-03-27T00:00:00.000Z,EXPENSE,10.0,Gift,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-gifts-others,,,
tx-2026-03-27-internet-bill,2026-03-27T00:00:00.000Z,EXPENSE,7.64,Internet Bill,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-internet,,,
tx-2026-03-27-sharenow,2026-03-27T00:00:00.000Z,EXPENSE,11.2,ShareNow,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-carsharing,,,
tx-2026-03-28-aperitivo,2026-03-28T00:00:00.000Z,EXPENSE,5.0,Aperitivo,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-03-28-lunch,2026-03-28T00:00:00.000Z,EXPENSE,30.8,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-03-28-sharenow,2026-03-28T00:00:00.000Z,EXPENSE,3.89,ShareNow,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-carsharing,,,
tx-2026-03-29-drink,2026-03-29T00:00:00.000Z,EXPENSE,3.0,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-04-01-rent,2026-04-01T00:00:00.000Z,EXPENSE,750.0,Rent,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-housing-rent,,,
tx-2026-04-02-apple,2026-04-02T00:00:00.000Z,EXPENSE,2.99,Apple,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-leisure-tech,,,
tx-2026-04-02-drink,2026-04-02T00:00:00.000Z,EXPENSE,5.5,Drink,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-bar,,,
tx-2026-04-03-car-wash,2026-04-03T00:00:00.000Z,EXPENSE,15.0,Car Wash,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-transport-carexpenses,,,
tx-2026-04-03-lunch,2026-04-03T00:00:00.000Z,EXPENSE,41.6,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-04-gelato,2026-04-04T00:00:00.000Z,EXPENSE,5.0,Gelato,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-otherfood,,,
tx-2026-04-04-lunch,2026-04-04T00:00:00.000Z,EXPENSE,47.5,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
tx-2026-04-05-lunch,2026-04-05T00:00:00.000Z,EXPENSE,16.84,Lunch,,REPLACE_WITH_ACCOUNT_IMPORT_KEY,OUTFLOW,expense-out-restaurants,,,
